DIA,MES,ANO,HORA,MINUTO,SEGUNDO,TEMPERATURA,PRESSAO,UMIDADE,IRRADIANCIA,VELOCIDADE,DIRECAO,CHUVA,PVTEMP(K),TENSAO,CORRENTE,PVTEMP(c)
10,2,2020,14,35,56,32.25,1005.12,70.2,643.02885,13.3,180,5,277.75,454.5375,2.50594,4.60000000000002
10,2,2020,14,35,57,32.25,1005.13,70.25,644.87796,6.65,135,5,276.77,454.725,2.51212,3.62
10,2,2020,14,35,58,32.24,1005.13,70.21,644.41568,13.3,135,5,277.62,454.3875,2.511,4.47000000000003
10,2,2020,14,35,59,32.24,1005.12,70.31,643.9534,6.65,135,5,276.4,454.8,2.51269,3.25
10,2,2020,14,36,0,32.24,1005.16,70.3,643.49112,13.3,135,5,276.98,454.5,2.51156,3.83000000000004
10,2,2020,14,36,1,32.23,1005.13,70.34,642.56657,13.3,90,5,277.71,454.6875,2.50706,4.56
10,2,2020,14,36,2,32.23,1005.13,70.44,641.17973,13.3,90,5,277.11,454.35,2.50931,3.96000000000004
10,2,2020,14,36,3,32.23,1005.16,70.48,641.17973,6.65,135,5,278.44,454.425,2.50537,5.29000000000002
10,2,2020,14,36,4,32.22,1005.17,70.57,639.33062,6.65,180,5,276.72,454.35,2.50312,3.57000000000005
10,2,2020,14,36,5,32.22,1005.14,70.58,637.94379,13.3,90,5,277.02,454.5375,2.50144,3.87
10,2,2020,14,36,6,32.22,1005.11,70.64,637.94379,6.65,180,5,278.33,454.35,2.49469,5.18000000000001
10,2,2020,14,36,7,32.22,1005.11,70.68,637.01923,6.65,180,5,276.52,454.3125,2.49694,3.37
10,2,2020,14,36,8,32.22,1005.14,70.65,635.17012,6.65,180,5,278.24,454.3125,2.49019,5.09000000000003
10,2,2020,14,36,9,32.21,1005.15,70.72,630.54734,6.65,180,5,276.75,454.1625,2.48963,3.60000000000002
10,2,2020,14,36,10,32.21,1005.14,70.69,628.23595,6.65,135,5,277.41,454.425,2.47725,4.26000000000005
10,2,2020,14,36,11,32.21,1005.14,70.76,626.38683,6.65,135,5,277.36,454.2375,2.47781,4.21000000000004
10,2,2020,14,36,12,32.21,1005.13,70.78,625,13.3,90,5,276.49,454.2375,2.48175,3.34000000000003
10,2,2020,14,36,13,32.21,1005.13,70.85,623.61317,6.65,135,5,278.05,454.0875,2.47444,4.90000000000003
10,2,2020,14,36,14,32.2,1005.14,70.8,622.68861,6.65,135,5,277.94,453.9375,2.48006,4.79000000000002
10,2,2020,14,36,15,32.2,1005.14,70.86,620.8395,13.3,180,5,277.23,454.0875,2.46881,4.08000000000004
10,2,2020,14,36,16,32.2,1005.12,70.84,620.37722,6.65,135,5,277.96,453.7875,2.47556,4.81
10,2,2020,14,36,17,32.2,1005.1,70.83,618.99038,13.3,135,5,277.2,454.0875,2.45812,4.05000000000001
10,2,2020,14,36,18,32.19,1005.1,70.83,620.37722,13.3,90,5,276.68,453.825,2.45812,3.53000000000003
10,2,2020,14,36,19,32.19,1005.1,70.69,618.06583,13.3,90,5,277.69,453.7875,2.45194,4.54000000000002
10,2,2020,14,36,20,32.19,1005.09,70.56,616.67899,13.3,135,5,276.77,453.8625,2.43956,3.62
10,2,2020,14,36,21,32.19,1005.1,70.48,614.82988,13.3,135,5,276.95,453.9,2.43787,3.80000000000001
10,2,2020,14,36,22,32.19,1005.13,70.4,612.51849,19.95,90,5,275.94,454.0125,2.4345,2.79000000000002
10,2,2020,14,36,23,32.18,1005.13,70.38,610.66938,6.65,135,5,277.91,453.6,2.42325,4.76000000000005
10,2,2020,14,36,24,32.18,1005.12,70.22,608.35799,13.3,135,5,277.46,453.5625,2.42381,4.31
10,2,2020,14,36,25,32.18,1005.13,70.26,606.97115,13.3,135,5,278.21,453.5625,2.41425,5.06
10,2,2020,14,36,26,32.18,1005.14,70.25,605.12204,13.3,90,5,276.88,453.375,2.41594,3.73000000000002
10,2,2020,14,36,27,32.17,1005.1,70.24,602.81065,13.3,135,5,277.34,453.4125,2.4075,4.19
10,2,2020,14,36,28,32.17,1005.11,70.22,600.49926,6.65,135,5,277.39,453.675,2.40806,4.24000000000001
10,2,2020,14,36,29,32.17,1005.11,70.14,597.72559,13.3,135,5,277.41,453.075,2.39962,4.26000000000005
10,2,2020,14,36,30,32.17,1005.11,70.2,596.33876,6.65,135,5,277.43,453.45,2.39287,4.28000000000003
10,2,2020,14,36,31,32.17,1005.13,70.15,594.95192,13.3,135,5,277.71,453.1875,2.38725,4.56
10,2,2020,14,36,32,32.17,1005.11,70.07,594.02737,6.65,180,5,276.82,453.1125,2.38219,3.67000000000002
10,2,2020,14,36,33,32.16,1005.1,70.13,591.2537,13.3,135,5,277.59,453.0375,2.37937,4.44
10,2,2020,14,36,34,32.16,1005.1,70.2,588.94231,6.65,180,5,277.34,452.9625,2.37094,4.19
10,2,2020,14,36,35,32.16,1005.13,70.18,587.55547,6.65,180,5,277.57,453.075,2.36587,4.42000000000002
10,2,2020,14,36,36,32.16,1005.11,70.16,587.0932,6.65,180,5,277.94,452.7375,2.36812,4.79000000000002
10,2,2020,14,36,37,32.16,1005.12,70.2,585.24408,13.3,135,5,276.84,453.225,2.36531,3.69
10,2,2020,14,36,38,32.16,1005.13,70.2,583.85725,6.65,180,5,277.04,452.9625,2.358,3.89000000000004
10,2,2020,14,36,39,32.15,1005.11,70.26,582.47041,13.3,135,5,277.27,452.625,2.35575,4.12
10,2,2020,14,36,40,32.15,1005.09,70.25,581.54586,6.65,90,5,277.57,452.5875,2.34731,4.42000000000002
10,2,2020,14,36,41,32.15,1005.07,70.32,580.6213,6.65,90,5,277.46,453.0375,2.349,4.31
10,2,2020,14,36,42,32.15,1005.13,70.38,578.77219,13.3,90,5,276.86,452.775,2.34844,3.71000000000004
10,2,2020,14,36,43,32.15,1005.11,70.43,576.92308,6.65,45,5,276.98,452.85,2.34113,3.83000000000004
10,2,2020,14,36,44,32.15,1005.12,70.38,575.53624,6.65,90,5,276.72,452.7375,2.33325,3.57000000000005
10,2,2020,14,36,45,32.14,1005.11,70.39,573.68713,6.65,225,5,276.61,452.5125,2.32988,3.46000000000004
10,2,2020,14,36,46,32.14,1005.12,70.43,572.3003,6.65,180,5,276.61,452.625,2.32875,3.46000000000004
10,2,2020,14,36,47,32.14,1005.12,70.34,570.45118,6.65,90,5,277.94,452.325,2.32819,4.79000000000002
10,2,2020,14,36,48,32.14,1005.1,70.39,568.60207,6.65,90,5,277.23,452.55,2.31244,4.08000000000004
10,2,2020,14,36,49,32.14,1005.15,70.33,565.8284,6.65,135,5,276.98,452.55,2.30175,3.83000000000004
10,2,2020,14,36,50,32.14,1005.15,70.35,564.44157,0,135,5,277.73,452.2875,2.29781,4.58000000000004
10,2,2020,14,36,51,32.14,1005.1,70.35,562.59246,6.65,180,5,276.98,452.25,2.29331,3.83000000000004
10,2,2020,14,36,52,32.14,1005.13,70.33,560.74334,6.65,180,5,277.41,452.25,2.29837,4.26000000000005
10,2,2020,14,36,53,32.14,1005.11,70.27,558.43195,6.65,135,5,277.23,452.0625,2.286,4.08000000000004
10,2,2020,14,36,54,32.14,1005.12,70.33,556.58284,6.65,90,5,277.91,451.9125,2.28937,4.76000000000005
10,2,2020,14,36,55,32.13,1005.12,70.3,553.80917,0,180,5,277.32,451.725,2.26969,4.17000000000002
10,2,2020,14,36,56,32.14,1005.15,70.29,552.42234,6.65,180,5,277,451.875,2.26519,3.85000000000002
10,2,2020,14,36,57,32.13,1005.15,70.23,550.57322,6.65,180,5,277.3,451.8,2.26294,4.15000000000003
10,2,2020,14,36,58,32.13,1005.1,70.32,548.72411,0,180,5,276.98,451.875,2.25563,3.83000000000004
10,2,2020,14,36,59,32.13,1005.12,70.26,547.33728,6.65,180,5,276.72,451.35,2.25169,3.57000000000005
10,2,2020,14,37,0,32.13,1005.13,70.26,545.02589,0,180,5,277.16,451.5,2.25112,4.01000000000005
10,2,2020,14,37,1,32.13,1005.11,70.34,542.7145,6.65,180,5,276.61,451.7625,2.2455,3.46000000000004
10,2,2020,14,37,2,32.13,1005.1,70.36,540.40311,0,135,5,277.57,451.575,2.24325,4.42000000000002
10,2,2020,14,37,3,32.13,1005.12,70.36,538.09172,6.65,135,5,277.5,451.5375,2.23819,4.35000000000002
10,2,2020,14,37,4,32.13,1005.1,70.41,536.2426,0,135,5,278.67,451.4625,2.23819,5.52000000000004
10,2,2020,14,37,5,32.13,1005.1,70.33,535.78033,6.65,135,5,276.95,451.425,2.23481,3.80000000000001
10,2,2020,14,37,6,32.12,1005.08,70.34,536.2426,6.65,180,5,277.82,451.0125,2.2275,4.67000000000002
10,2,2020,14,37,7,32.13,1005.1,70.27,533.93121,6.65,180,5,277.41,451.5,2.22581,4.26000000000005
10,2,2020,14,37,8,32.13,1005.07,70.29,534.39349,6.65,180,5,277.23,451.5,2.22356,4.08000000000004
10,2,2020,14,37,9,32.13,1005.11,70.3,533.46893,0,135,5,277.71,451.1625,2.21006,4.56
10,2,2020,14,37,10,32.13,1005.1,70.26,531.15754,6.65,90,5,278.74,450.9375,2.20725,5.59000000000003
10,2,2020,14,37,11,32.13,1005.1,70.21,527.9216,6.65,90,5,278.03,450.7875,2.21344,4.88
10,2,2020,14,37,12,32.13,1005.1,70.2,527.9216,6.65,135,5,278.01,451.6125,2.20275,4.86000000000001
10,2,2020,14,37,13,32.13,1005.11,70.11,527.45932,6.65,135,5,277.71,451.05,2.19994,4.56
10,2,2020,14,37,14,32.13,1005.12,70.19,526.99704,13.3,90,5,276.82,451.5375,2.19263,3.67000000000002
10,2,2020,14,37,15,32.13,1005.13,70.17,524.22337,13.3,180,5,277.94,451.0875,2.18531,4.79000000000002
10,2,2020,14,37,16,32.13,1005.13,70.26,519.60059,6.65,135,5,278.07,451.1625,2.16562,4.92000000000002
10,2,2020,14,37,17,32.13,1005.11,70.25,515.90237,13.3,135,5,278.07,450.825,2.16056,4.92000000000002
10,2,2020,14,37,18,32.13,1005.12,70.31,514.51553,13.3,135,5,278.4,450.9,2.16281,5.25
10,2,2020,14,37,19,32.13,1005.11,70.34,513.1287,13.3,135,5,277.96,450.9,2.14875,4.81
10,2,2020,14,37,20,32.13,1005.12,70.25,510.35503,13.3,135,5,276.91,450.6375,2.13244,3.76000000000005
10,2,2020,14,37,21,32.13,1005.09,70.3,504.34541,6.65,135,5,277.14,450.3,2.10937,3.99000000000001
10,2,2020,14,37,22,32.13,1005.1,70.33,498.3358,13.3,90,5,277,450.1875,2.10319,3.85000000000002
10,2,2020,14,37,23,32.13,1005.1,70.28,498.3358,13.3,90,5,277.82,450.525,2.106,4.67000000000002
10,2,2020,14,37,24,32.13,1005.12,70.27,493.25074,6.65,135,5,277.87,449.9625,2.088,4.72000000000003
10,2,2020,14,37,25,32.13,1005.12,70.36,488.16568,13.3,90,5,277.87,449.7,2.06944,4.72000000000003
10,2,2020,14,37,26,32.14,1005.14,70.42,484.00518,6.65,135,5,276.36,449.325,2.04525,3.21000000000004
10,2,2020,14,37,27,32.12,1005.11,70.46,484.92973,6.65,90,5,277.71,449.1,2.04863,4.56
10,2,2020,14,37,28,32.13,1005.13,70.46,482.61834,13.3,90,5,276.79,449.6625,2.04244,3.64000000000004
10,2,2020,14,37,29,32.13,1005.12,70.52,480.30695,6.65,90,5,276.65,449.5125,2.02894,3.5
10,2,2020,14,37,30,32.13,1005.14,70.55,476.14645,6.65,90,5,277.82,449.3625,2.02162,4.67000000000002
10,2,2020,14,37,31,32.13,1005.11,70.52,481.23151,6.65,135,5,277,449.7375,2.04806,3.85000000000002
10,2,2020,14,37,32,32.12,1005.11,70.58,487.24112,6.65,90,5,277.09,449.7375,2.0655,3.94
10,2,2020,14,37,33,32.13,1005.14,70.55,489.55251,6.65,90,5,278.12,449.6625,2.07225,4.97000000000003
10,2,2020,14,37,34,32.13,1005.12,70.59,490.93935,13.3,135,5,277.96,450.225,2.07281,4.81
10,2,2020,14,37,35,32.13,1005.07,70.58,491.86391,13.3,180,5,276.93,449.7,2.07,3.78000000000003
10,2,2020,14,37,36,32.13,1005.09,70.57,488.16568,6.65,90,5,278.44,449.2875,2.04638,5.29000000000002
10,2,2020,14,37,37,32.13,1005.1,70.55,476.60873,6.65,90,5,277.71,448.9125,2.01375,4.56
10,2,2020,14,37,38,32.13,1005.11,70.51,469.21228,6.65,180,5,277.34,449.025,1.98788,4.19
10,2,2020,14,37,39,32.13,1005.11,70.51,465.97633,6.65,135,5,278.44,449.175,1.98844,5.29000000000002
10,2,2020,14,37,40,32.13,1005.11,70.46,470.59911,6.65,90,5,277.14,449.1375,2.00587,3.99000000000001
10,2,2020,14,37,41,32.13,1005.11,70.44,473.37278,6.65,180,5,277.73,449.3625,1.998,4.58000000000004
10,2,2020,14,37,42,32.13,1005.13,70.47,465.05178,13.3,180,5,277.16,449.1,1.95356,4.01000000000005
10,2,2020,14,37,43,32.13,1005.12,70.48,451.64571,6.65,135,5,278.3,448.125,1.91194,5.15000000000003
10,2,2020,14,37,44,32.13,1005.11,70.54,436.85281,6.65,45,5,277.78,447.975,1.87144,4.63
10,2,2020,14,37,45,32.12,1005.1,70.54,428.5318,6.65,45,5,276.91,447.8625,1.854,3.76000000000005
10,2,2020,14,37,46,32.13,1005.11,70.57,422.98447,6.65,90,5,278.21,447.225,1.83712,5.06
10,2,2020,14,37,47,32.13,1005.1,70.54,420.67308,0,180,5,276.75,448.05,1.82587,3.60000000000002
10,2,2020,14,37,48,32.13,1005.13,70.59,418.36169,6.65,180,5,277.14,447.4125,1.8225,3.99000000000001
10,2,2020,14,37,49,32.13,1005.06,70.59,419.74852,6.65,135,5,276.36,447.5625,1.83544,3.21000000000004
10,2,2020,14,37,50,32.13,1005.08,70.65,422.52219,6.65,135,5,278.58,447.8625,1.84388,5.43000000000001
10,2,2020,14,37,51,32.13,1005.08,70.68,423.44675,6.65,90,5,276.68,447.975,1.84556,3.53000000000003
10,2,2020,14,37,52,32.13,1005.09,70.71,425.29586,6.65,180,5,277.71,447.4125,1.85456,4.56
10,2,2020,14,37,53,32.13,1005.09,70.72,427.14497,6.65,180,5,277.5,447.9,1.85175,4.35000000000002
10,2,2020,14,37,54,32.13,1005.09,70.7,424.3713,13.3,135,5,277.66,447.5625,1.84331,4.51000000000005
10,2,2020,14,37,55,32.13,1005.11,70.65,423.44675,6.65,135,5,277.62,447.6375,1.83825,4.47000000000003
10,2,2020,14,37,56,32.13,1005.11,70.56,425.75814,6.65,180,5,277.64,447.75,1.84838,4.49000000000001
10,2,2020,14,37,57,32.13,1005.09,70.57,426.68269,6.65,180,5,277.39,447.6,1.85006,4.24000000000001
10,2,2020,14,37,58,32.13,1005.1,70.61,425.75814,13.3,180,5,278.1,447.6375,1.84669,4.95000000000005
10,2,2020,14,37,59,32.13,1005.07,70.63,425.75814,6.65,180,5,277.55,447.75,1.85231,4.40000000000003
10,2,2020,14,38,0,32.13,1005.11,70.68,430.8432,6.65,135,5,277.09,447.9,1.881,3.94
10,2,2020,14,38,1,32.14,1005.11,70.7,438.23964,6.65,90,5,277.64,447.675,1.91531,4.49000000000001
10,2,2020,14,38,2,32.14,1005.11,70.78,441.93787,6.65,135,5,276.77,448.4625,1.91813,3.62
10,2,2020,14,38,3,32.13,1005.09,70.7,440.55104,6.65,180,5,278.62,448.575,1.91194,5.47000000000003
10,2,2020,14,38,4,32.13,1005.08,70.77,443.78698,0,180,5,277.91,448.35,1.90744,4.76000000000005
10,2,2020,14,38,5,32.13,1005.08,70.75,452.10799,6.65,135,5,277.73,448.425,1.93725,4.58000000000004
10,2,2020,14,38,6,32.14,1005.09,70.74,473.83506,6.65,135,5,276.98,449.4,2.02275,3.83000000000004
10,2,2020,14,38,7,32.14,1005.09,70.81,496.02441,13.3,90,5,277.34,450.15,2.088,4.19
10,2,2020,14,38,8,32.14,1005.09,70.79,501.57175,6.65,90,5,276.77,450.1125,2.097,3.62
10,2,2020,14,38,9,32.14,1005.09,70.74,499.72263,6.65,180,5,276.4,449.925,2.06831,3.25
10,2,2020,14,38,10,32.14,1005.11,70.77,490.01479,6.65,180,5,278.35,449.475,2.04187,5.20000000000005
10,2,2020,14,38,11,32.14,1005.11,70.73,490.93935,6.65,90,5,277.39,449.475,2.05425,4.24000000000001
10,2,2020,14,38,12,32.14,1005.13,70.85,500.64719,6.65,90,5,276.61,449.55,2.079,3.46000000000004
10,2,2020,14,38,13,32.15,1005.13,70.83,507.58136,13.3,135,5,276.27,450.075,2.10206,3.12
10,2,2020,14,38,14,32.15,1005.15,70.9,516.82692,13.3,135,5,277.23,450.375,2.13581,4.08000000000004
10,2,2020,14,38,15,32.15,1005.11,70.87,522.83654,6.65,135,5,277.71,450.675,2.151,4.56
10,2,2020,14,38,16,32.15,1005.1,70.8,523.76109,13.3,135,5,277.07,450.4875,2.15494,3.92000000000002
10,2,2020,14,38,17,32.15,1005.11,70.84,525.61021,13.3,135,5,277.78,450.45,2.17519,4.63
10,2,2020,14,38,18,32.15,1005.1,70.83,534.85577,13.3,135,5,276.91,450.975,2.20612,3.76000000000005
10,2,2020,14,38,19,32.15,1005.09,70.82,542.25222,13.3,90,5,277.94,452.325,2.232,4.79000000000002
10,2,2020,14,38,20,32.15,1005.12,70.81,544.10133,19.95,135,5,276.54,451.875,2.24944,3.39000000000004
10,2,2020,14,38,21,32.15,1005.12,70.77,544.56361,26.6,90,5,277.43,451.8375,2.24663,4.28000000000003
10,2,2020,14,38,22,32.15,1005.1,70.83,542.7145,19.95,90,5,277.55,451.35,2.24719,4.40000000000003
10,2,2020,14,38,23,32.15,1005.09,70.73,540.40311,13.3,180,5,276.63,451.5,2.23763,3.48000000000002
10,2,2020,14,38,24,32.15,1005.09,70.73,538.55399,13.3,135,5,278.07,451.425,2.23425,4.92000000000002
10,2,2020,14,38,25,32.15,1005.08,70.71,526.53476,13.3,180,5,277,450.7125,2.17969,3.85000000000002
10,2,2020,14,38,26,32.15,1005.09,70.68,512.66642,13.3,180,5,276.68,450.6375,2.14481,3.53000000000003
10,2,2020,14,38,27,32.15,1005.06,70.69,511.74186,19.95,180,5,278.01,450.15,2.13469,4.86000000000001
10,2,2020,14,38,28,32.15,1005.1,70.73,509.43047,6.65,180,5,277.04,450.4875,2.11837,3.89000000000004
10,2,2020,14,38,29,32.15,1005.09,70.81,513.59098,13.3,90,5,277.3,450.375,2.115,4.15000000000003
10,2,2020,14,38,30,32.15,1005.09,70.8,504.34541,6.65,135,5,276.17,449.925,2.07169,3.02000000000004
10,2,2020,14,38,31,32.15,1005.09,70.83,501.10947,13.3,90,5,277.62,450.15,2.07844,4.47000000000003
10,2,2020,14,38,32,32.15,1005.07,70.84,508.9682,13.3,90,5,277.34,449.9625,2.10319,4.19
10,2,2020,14,38,33,32.15,1005.09,70.93,526.99704,6.65,90,5,278.21,451.125,2.15437,5.06
10,2,2020,14,38,34,32.15,1005.1,71.05,546.875,13.3,90,5,276.91,451.35,2.22412,3.76000000000005
10,2,2020,14,38,35,32.15,1005.09,71.01,563.97929,13.3,90,5,277.02,451.875,2.27419,3.87
10,2,2020,14,38,36,32.15,1005.05,71.02,577.84763,13.3,90,5,277.71,452.4375,2.32594,4.56
10,2,2020,14,38,37,32.15,1005.09,70.99,589.40459,19.95,45,5,277.46,453.3375,2.36756,4.31
10,2,2020,14,38,38,32.15,1005.09,70.98,598.18787,13.3,90,5,276.61,453.2625,2.39794,3.46000000000004
10,2,2020,14,38,39,32.15,1005.04,71,602.81065,19.95,90,5,277.8,453.4125,2.40975,4.65000000000003
10,2,2020,14,38,40,32.15,1005.05,70.92,606.50888,19.95,90,5,278.33,453.9375,2.42381,5.18000000000001
10,2,2020,14,38,41,32.15,1005.02,70.94,610.2071,13.3,45,5,277.71,454.05,2.42887,4.56
10,2,2020,14,38,42,32.15,1005.06,70.93,615.75444,19.95,135,5,277.11,454.4625,2.43562,3.96000000000004
10,2,2020,14,38,43,32.15,1005.01,70.9,617.14127,13.3,90,5,277.39,453.7125,2.44575,4.24000000000001
10,2,2020,14,38,44,32.15,1005.06,70.91,618.99038,13.3,90,5,277.27,453.9375,2.45644,4.12
10,2,2020,14,38,45,32.15,1005.06,70.81,622.68861,6.65,135,5,277.2,453.9375,2.46094,4.05000000000001
10,2,2020,14,38,46,32.15,1005.05,70.79,625.46228,19.95,135,5,277.62,454.275,2.46431,4.47000000000003
10,2,2020,14,38,47,32.14,1005.04,70.84,626.84911,13.3,135,5,277.34,454.125,2.47781,4.19
10,2,2020,14,38,48,32.14,1005.05,70.89,630.54734,6.65,180,5,277.98,454.3875,2.47781,4.83000000000004
10,2,2020,14,38,49,32.14,1005.07,70.8,631.93417,13.3,135,5,277.48,454.275,2.47781,4.33000000000004
10,2,2020,14,38,50,32.14,1005.08,70.88,634.70784,6.65,135,5,276.98,454.5,2.48456,3.83000000000004
10,2,2020,14,38,51,32.14,1005.06,70.86,635.17012,6.65,180,5,276.63,454.5375,2.4885,3.48000000000002
10,2,2020,14,38,52,32.14,1005.09,70.92,637.94379,13.3,135,5,276.91,454.2375,2.49356,3.76000000000005
10,2,2020,14,38,53,32.14,1005.07,70.91,638.86834,6.65,180,5,277.48,454.4625,2.4885,4.33000000000004
10,2,2020,14,38,54,32.13,1005.08,70.91,641.17973,6.65,135,5,277.23,454.725,2.4975,4.08000000000004
10,2,2020,14,38,55,32.14,1005.09,70.87,642.56657,6.65,135,5,277.71,454.7625,2.50087,4.56
10,2,2020,14,38,56,32.14,1005.08,70.92,643.49112,6.65,180,5,277.69,454.725,2.50312,4.54000000000002
10,2,2020,14,38,57,32.13,1005.08,70.91,643.9534,6.65,135,5,277.27,454.7625,2.50819,4.12
10,2,2020,14,38,58,32.13,1005.11,70.89,645.34024,6.65,90,5,277.2,454.9875,2.51775,4.05000000000001
10,2,2020,14,38,59,32.13,1005.08,70.96,647.18935,13.3,90,5,277.46,454.725,2.51438,4.31
10,2,2020,14,39,0,32.13,1005.11,70.96,648.11391,6.65,180,5,277.39,454.8,2.51381,4.24000000000001
10,2,2020,14,39,1,32.13,1005.1,71.05,649.50074,6.65,90,5,277.04,454.7625,2.51381,3.89000000000004
10,2,2020,14,39,2,32.13,1005.09,71,649.50074,6.65,135,5,276.77,454.7625,2.52112,3.62
10,2,2020,14,39,3,32.12,1005.07,71.05,649.96302,6.65,135,5,276.56,454.35,2.52112,3.41000000000002
10,2,2020,14,39,4,32.13,1005.1,70.98,650.88757,6.65,90,5,277.55,454.725,2.52394,4.40000000000003
10,2,2020,14,39,5,32.13,1005.06,71.14,650.88757,6.65,135,5,276.98,454.6125,2.52788,3.83000000000004
10,2,2020,14,39,6,32.13,1005.07,71.09,649.50074,6.65,135,5,277.25,454.65,2.52563,4.10000000000002
10,2,2020,14,39,7,32.13,1005.08,71.09,647.65163,6.65,135,5,276.49,454.4625,2.52281,3.34000000000003
10,2,2020,14,39,8,32.13,1005.07,71.11,647.65163,0,135,5,276.82,454.5375,2.52506,3.67000000000002
10,2,2020,14,39,9,32.13,1005.09,71.13,649.96302,6.65,135,5,276.98,454.725,2.52563,3.83000000000004
10,2,2020,14,39,10,32.13,1005.1,71.17,650.4253,6.65,135,5,278.01,454.875,2.52731,4.86000000000001
10,2,2020,14,39,11,32.13,1005.09,71.27,652.73669,0,135,5,277.27,454.7625,2.53688,4.12
10,2,2020,14,39,12,32.13,1005.11,71.28,653.66124,6.65,135,5,276.29,454.725,2.5425,3.14000000000004
10,2,2020,14,39,13,32.13,1005.09,71.27,655.51036,0,135,5,277.04,454.8,2.54362,3.89000000000004
10,2,2020,14,39,14,32.13,1005.11,71.26,658.28402,6.65,135,5,276.98,454.8,2.54306,3.83000000000004
10,2,2020,14,39,15,32.13,1005.1,71.3,659.67086,0,135,5,276.61,454.6875,2.54362,3.46000000000004
10,2,2020,14,39,16,32.13,1005.08,71.26,662.44453,6.65,135,5,276.72,454.9875,2.55319,3.57000000000005
10,2,2020,14,39,17,32.13,1005.06,71.34,665.68047,0,90,5,277.94,455.025,2.5605,4.79000000000002
10,2,2020,14,39,18,32.13,1005.1,71.34,668.45414,13.3,90,5,277.69,454.7625,2.56612,4.54000000000002
10,2,2020,14,39,19,32.13,1005.08,71.29,675.85059,6.65,135,5,277.3,455.0625,2.56163,4.15000000000003
10,2,2020,14,39,20,32.12,1005.12,71.41,678.62426,6.65,135,5,276.98,454.875,2.57512,3.83000000000004
10,2,2020,14,39,21,32.12,1005.11,71.33,680.01109,6.65,90,5,276.88,455.1375,2.57737,3.73000000000002
10,2,2020,14,39,22,32.13,1005.1,71.35,682.78476,13.3,135,5,277.16,455.175,2.58469,4.01000000000005
10,2,2020,14,39,23,32.13,1005.08,71.37,686.94527,6.65,135,5,277.25,455.3625,2.59256,4.10000000000002
10,2,2020,14,39,24,32.13,1005.06,71.39,689.71893,13.3,180,5,278.51,455.0625,2.60606,5.36000000000001
10,2,2020,14,39,25,32.13,1005.07,71.32,692.03033,13.3,135,5,277.82,455.175,2.60831,4.67000000000002
10,2,2020,14,39,26,32.13,1005.08,71.28,693.87944,13.3,135,5,277.71,455.5875,2.61,4.56
10,2,2020,14,39,27,32.12,1005.09,71.34,697.11538,13.3,135,5,276.61,455.1,2.61731,3.46000000000004
10,2,2020,14,39,28,32.13,1005.09,71.37,699.42678,6.65,135,5,276.84,455.8125,2.62013,3.69
10,2,2020,14,39,29,32.13,1005.09,71.38,701.27589,13.3,135,5,277.57,455.7,2.61619,4.42000000000002
10,2,2020,14,39,30,32.13,1005.08,71.35,702.20044,13.3,180,5,277.66,455.5875,2.63306,4.51000000000005
10,2,2020,14,39,31,32.13,1005.08,71.45,704.97411,6.65,135,5,277.36,455.475,2.6235,4.21000000000004
10,2,2020,14,39,32,32.13,1005.1,71.44,707.2855,13.3,135,5,277.2,455.55,2.6415,4.05000000000001
10,2,2020,14,39,33,32.12,1005.06,71.35,705.89867,6.65,135,5,276.84,455.6625,2.64375,3.69
10,2,2020,14,39,34,32.12,1005.09,71.5,707.74778,13.3,90,5,277.78,455.8125,2.64656,4.63
10,2,2020,14,39,35,32.12,1005.05,71.35,707.2855,13.3,135,5,277.85,455.7,2.63644,4.70000000000005
10,2,2020,14,39,36,32.13,1005.11,71.45,709.13462,13.3,135,5,278.4,455.925,2.64712,5.25
10,2,2020,14,39,37,32.12,1005.07,71.4,710.98373,19.95,180,5,278.24,455.5875,2.64319,5.09000000000003
10,2,2020,14,39,38,32.12,1005.03,71.38,712.37056,13.3,135,5,277.73,455.8125,2.64431,4.58000000000004
10,2,2020,14,39,39,32.12,1005.07,71.28,713.7574,13.3,135,5,277.27,455.7375,2.64375,4.12
10,2,2020,14,39,40,32.12,1005.06,71.28,714.21967,19.95,135,5,277.18,456.075,2.65838,4.03000000000003
10,2,2020,14,39,41,32.13,1005.06,71.34,715.14423,13.3,135,5,277.23,455.925,2.64881,4.08000000000004
10,2,2020,14,39,42,32.12,1005.07,71.21,718.84246,13.3,135,5,277.14,455.9625,2.66287,3.99000000000001
10,2,2020,14,39,43,32.13,1005.09,71.31,719.76701,13.3,135,5,277.5,456.0375,2.64769,4.35000000000002
10,2,2020,14,39,44,32.12,1005.09,71.27,721.15385,13.3,135,5,278.4,455.8125,2.65331,5.25
10,2,2020,14,39,45,32.12,1005.11,71.31,720.69157,13.3,135,5,278.42,456.4125,2.65444,5.27000000000004
10,2,2020,14,39,46,32.12,1005.1,71.24,722.0784,13.3,135,5,276.98,456.075,2.66062,3.83000000000004
10,2,2020,14,39,47,32.12,1005.1,71.27,723.46524,6.65,90,5,277.89,456.4125,2.66287,4.74000000000001
10,2,2020,14,39,48,32.12,1005.08,71.32,724.85207,6.65,90,5,277.57,456.375,2.66794,4.42000000000002
10,2,2020,14,39,49,32.12,1005.08,71.34,725.77663,13.3,135,5,277.39,456.15,2.66456,4.24000000000001
