DIA,MES,ANO,HORA,MINUTO,SEGUNDO,TEMP1,TEMP2
11,2,2020,0,6,45,18.43,20.38
11,2,2020,0,6,46,18.40,21.66
11,2,2020,0,6,47,17.73,21.66
11,2,2020,0,6,48,17.70,22.09
11,2,2020,0,6,49,18.08,22.24
11,2,2020,0,6,50,19.33,21.21
11,2,2020,0,6,51,18.80,20.43
11,2,2020,0,6,52,19.60,22.01
11,2,2020,0,6,53,18.23,20.78
11,2,2020,0,6,54,17.75,19.88
11,2,2020,0,6,55,19.85,20.38
11,2,2020,0,6,56,19.08,19.48
11,2,2020,0,6,57,19.60,20.53
11,2,2020,0,6,58,20.25,20.08
11,2,2020,0,6,59,19.53,21.18
11,2,2020,0,7,0,18.73,20.43
11,2,2020,0,7,1,19.68,21.74
11,2,2020,0,7,2,18.83,21.01
11,2,2020,0,7,3,19.38,20.58
11,2,2020,0,7,4,19.33,22.49
11,2,2020,0,7,5,19.13,21.56
11,2,2020,0,7,6,19.43,21.08
11,2,2020,0,7,7,18.55,20.68
11,2,2020,0,7,8,18.00,21.23
11,2,2020,0,7,9,17.88,21.23
11,2,2020,0,7,10,18.70,21.21
11,2,2020,0,7,11,17.53,20.98
11,2,2020,0,7,12,18.83,20.80
11,2,2020,0,7,13,18.83,21.63
11,2,2020,0,7,14,18.33,20.45
11,2,2020,0,7,15,18.53,20.98
11,2,2020,0,7,16,17.68,21.48
11,2,2020,0,7,17,19.08,21.11
11,2,2020,0,7,18,18.80,21.31
11,2,2020,0,7,19,18.93,20.03
11,2,2020,0,7,20,17.95,21.16
11,2,2020,0,7,21,18.40,20.45
11,2,2020,0,7,22,16.78,22.92
11,2,2020,0,7,23,19.95,21.99
11,2,2020,0,7,24,19.35,20.93
11,2,2020,0,7,25,17.93,20.40
11,2,2020,0,7,26,18.08,20.48
11,2,2020,0,7,27,19.50,21.11
11,2,2020,0,7,28,17.95,20.35
11,2,2020,0,7,29,20.38,22.01
11,2,2020,0,7,30,19.83,22.57
11,2,2020,0,7,31,17.98,22.44
11,2,2020,0,7,32,19.70,20.73
11,2,2020,0,7,33,19.68,21.56
11,2,2020,0,7,34,19.98,21.94
11,2,2020,0,7,35,19.15,20.08
11,2,2020,0,7,36,19.08,19.78
11,2,2020,0,7,37,19.78,21.38
11,2,2020,0,7,38,18.43,21.18
